"","x"
"WBGene00008343",2
"WBGene00008344",2
"WBGene00008345",4
"WBGene00008346",2
"WBGene00008350",3
"WBGene00008352",2
"WBGene00008354",5
"WBGene00008356",3
"WBGene00008357",3
"WBGene00008358",2
"WBGene00008359",3
"WBGene00008360",3
"WBGene00008362",1
"WBGene00008366",4
"WBGene00008369",5
"WBGene00008371",2
"WBGene00008373",4
"WBGene00008375",5
"WBGene00008376",5
"WBGene00008388",2
"WBGene00008389",2
"WBGene00008390",3
"WBGene00008392",2
"WBGene00008394",4
"WBGene00008396",2
"WBGene00008398",2
"WBGene00008400",1
"WBGene00008401",1
"WBGene00008407",4
"WBGene00008408",5
"WBGene00008409",1
"WBGene00008411",5
"WBGene00008412",4
"WBGene00008413",2
"WBGene00008414",6
"WBGene00008415",5
"WBGene00008417",2
"WBGene00008421",4
"WBGene00008425",6
"WBGene00008426",1
"WBGene00008428",1
"WBGene00008430",5
"WBGene00008435",4
"WBGene00008436",4
"WBGene00008439",4
"WBGene00008440",2
"WBGene00008443",4
"WBGene00008446",4
"WBGene00008447",2
"WBGene00008448",6
"WBGene00008450",4
"WBGene00008451",5
"WBGene00008452",2
"WBGene00008453",4
"WBGene00008454",2
"WBGene00008455",2
"WBGene00008457",6
"WBGene00008462",3
"WBGene00008477",2
"WBGene00008478",5
"WBGene00008479",5
"WBGene00008480",2
"WBGene00008482",4
"WBGene00008484",4
"WBGene00008486",1
"WBGene00008490",4
"WBGene00008492",5
"WBGene00008494",3
"WBGene00008495",4
"WBGene00008496",5
"WBGene00008497",6
"WBGene00008498",5
"WBGene00008499",5
"WBGene00008500",6
"WBGene00008502",1
"WBGene00008503",2
"WBGene00008505",2
"WBGene00008506",5
"WBGene00008508",6
"WBGene00008509",3
"WBGene00008510",3
"WBGene00008511",5
"WBGene00008512",5
"WBGene00008513",4
"WBGene00008514",1
"WBGene00008515",4
"WBGene00008519",2
"WBGene00008521",4
"WBGene00008522",2
"WBGene00008528",1
"WBGene00008532",5
"WBGene00008538",5
"WBGene00008542",4
"WBGene00008546",5
"WBGene00008548",3
"WBGene00008549",5
"WBGene00008554",3
"WBGene00008555",4
"WBGene00008558",4
"WBGene00008560",1
"WBGene00008563",6
"WBGene00008564",1
"WBGene00008565",5
"WBGene00008566",1
"WBGene00008567",5
"WBGene00008569",2
"WBGene00008570",4
"WBGene00008571",5
"WBGene00008572",3
"WBGene00008575",2
"WBGene00008576",2
"WBGene00008577",4
"WBGene00008578",6
"WBGene00008580",2
"WBGene00008582",2
"WBGene00008583",1
"WBGene00008584",6
"WBGene00008588",4
"WBGene00008589",3
"WBGene00008591",2
"WBGene00008592",4
"WBGene00008593",1
"WBGene00008594",5
"WBGene00008595",4
"WBGene00008596",3
"WBGene00008598",6
"WBGene00008599",4
"WBGene00008601",4
"WBGene00008602",5
"WBGene00008603",3
"WBGene00008605",5
"WBGene00008606",4
"WBGene00008607",5
"WBGene00008610",4
"WBGene00008616",1
"WBGene00008621",3
"WBGene00008624",5
"WBGene00008625",2
"WBGene00008626",2
"WBGene00008628",2
"WBGene00008629",6
"WBGene00008632",3
"WBGene00008633",3
"WBGene00008634",6
"WBGene00008639",2
"WBGene00008640",4
"WBGene00008646",5
"WBGene00008647",4
"WBGene00008654",2
"WBGene00008655",6
"WBGene00008665",2
"WBGene00008666",1
"WBGene00008669",1
"WBGene00008673",3
"WBGene00008680",2
"WBGene00008681",4
"WBGene00008683",6
"WBGene00008687",5
"WBGene00008688",1
"WBGene00008691",4
"WBGene00008692",1
"WBGene00008693",2
"WBGene00008694",1
"WBGene00008706",3
"WBGene00008707",1
"WBGene00008708",3
"WBGene00008711",5
"WBGene00008712",5
"WBGene00008718",6
"WBGene00008719",4
"WBGene00008724",6
"WBGene00008727",5
"WBGene00008729",2
"WBGene00008730",4
"WBGene00008731",4
"WBGene00008732",5
"WBGene00008735",1
"WBGene00008739",4
"WBGene00008740",2
"WBGene00008741",5
"WBGene00008743",3
"WBGene00008745",4
"WBGene00008749",5
"WBGene00008760",4
"WBGene00008762",1
"WBGene00008763",5
"WBGene00008764",6
"WBGene00008765",5
"WBGene00008766",2
"WBGene00008768",6
"WBGene00008769",6
"WBGene00008770",4
"WBGene00008774",5
"WBGene00008775",5
"WBGene00008776",1
"WBGene00008777",3
"WBGene00008780",4
"WBGene00008781",1
"WBGene00008783",4
"WBGene00008785",5
"WBGene00008786",5
"WBGene00008791",2
"WBGene00008792",2
"WBGene00008793",1
"WBGene00008799",5
"WBGene00008800",5
"WBGene00008803",1
"WBGene00008805",1
"WBGene00008806",1
"WBGene00008807",3
"WBGene00008820",2
"WBGene00008829",6
"WBGene00008832",4
"WBGene00008840",2
"WBGene00008841",3
"WBGene00008842",2
"WBGene00008848",2
"WBGene00008850",3
"WBGene00008851",5
"WBGene00008853",4
"WBGene00008856",1
"WBGene00008857",2
"WBGene00008858",4
"WBGene00008859",2
"WBGene00008860",6
"WBGene00008861",2
"WBGene00008865",3
"WBGene00008872",4
"WBGene00008875",3
"WBGene00008876",2
"WBGene00008877",1
"WBGene00008886",2
"WBGene00008889",2
"WBGene00008891",2
"WBGene00008905",5
"WBGene00008908",3
"WBGene00008910",4
"WBGene00008913",6
"WBGene00008914",2
"WBGene00008915",2
"WBGene00008919",1
"WBGene00008920",2
"WBGene00008922",3
"WBGene00008923",5
"WBGene00008924",5
"WBGene00008925",5
"WBGene00008926",4
"WBGene00008929",5
"WBGene00008932",3
"WBGene00008934",1
"WBGene00008936",1
"WBGene00008939",2
"WBGene00008944",5
"WBGene00008949",6
"WBGene00008951",5
"WBGene00008954",4
"WBGene00008964",5
"WBGene00008965",3
"WBGene00008968",2
"WBGene00008969",4
"WBGene00008972",3
"WBGene00008973",5
"WBGene00008975",3
"WBGene00008978",4
"WBGene00008979",1
"WBGene00008980",2
"WBGene00008986",4
"WBGene00008987",5
"WBGene00008988",4
"WBGene00008990",1
"WBGene00008998",5
"WBGene00009001",4
"WBGene00009004",6
"WBGene00009008",1
"WBGene00009012",1
"WBGene00009013",6
"WBGene00009018",3
"WBGene00009023",1
"WBGene00009024",5
"WBGene00009026",5
"WBGene00009027",1
"WBGene00009028",2
"WBGene00009030",6
"WBGene00009032",5
"WBGene00009033",2
"WBGene00009047",4
"WBGene00009048",6
"WBGene00009049",6
"WBGene00009050",2
"WBGene00009055",2
"WBGene00009057",5
"WBGene00009058",1
"WBGene00009059",5
"WBGene00009060",6
"WBGene00009061",2
"WBGene00009064",5
"WBGene00009069",6
"WBGene00009077",4
"WBGene00009078",6
"WBGene00009079",6
"WBGene00009081",4
"WBGene00009082",5
"WBGene00009090",1
"WBGene00009092",6
"WBGene00009094",5
"WBGene00009096",1
"WBGene00009097",4
"WBGene00009099",2
"WBGene00009102",2
"WBGene00009112",4
"WBGene00009113",2
"WBGene00009118",6
"WBGene00009119",6
"WBGene00009122",6
"WBGene00009123",1
"WBGene00009128",6
"WBGene00009131",1
"WBGene00009132",1
"WBGene00009133",6
"WBGene00009140",2
"WBGene00009142",4
"WBGene00009146",1
"WBGene00009148",1
"WBGene00009150",4
"WBGene00009155",6
"WBGene00009157",3
"WBGene00009158",1
"WBGene00009159",2
"WBGene00009161",6
"WBGene00009164",2
"WBGene00009165",1
"WBGene00009173",2
"WBGene00009174",2
"WBGene00009176",2
"WBGene00009177",6
"WBGene00009180",3
"WBGene00009186",2
"WBGene00009187",5
"WBGene00009189",1
"WBGene00009190",1
"WBGene00009192",3
"WBGene00009200",1
"WBGene00009201",4
"WBGene00009205",5
"WBGene00009213",4
"WBGene00009215",5
"WBGene00009218",5
"WBGene00009221",5
"WBGene00009222",2
"WBGene00009223",2
"WBGene00009226",2
"WBGene00009227",5
"WBGene00009229",3
"WBGene00009237",5
"WBGene00009241",4
"WBGene00009243",3
"WBGene00009246",1
"WBGene00009254",1
"WBGene00009260",4
"WBGene00009261",5
"WBGene00009262",2
"WBGene00009264",5
"WBGene00009266",2
"WBGene00009288",5
"WBGene00009289",2
"WBGene00009290",2
"WBGene00009291",2
"WBGene00009292",1
"WBGene00009293",4
"WBGene00009294",3
"WBGene00009295",4
"WBGene00009296",2
"WBGene00009303",3
"WBGene00009304",1
"WBGene00009307",6
"WBGene00009308",6
"WBGene00009311",5
"WBGene00009313",6
"WBGene00009315",4
"WBGene00009318",5
"WBGene00009319",1
"WBGene00009322",5
"WBGene00009323",4
"WBGene00009325",4
"WBGene00009326",1
"WBGene00009327",3
"WBGene00009328",4
"WBGene00009330",1
"WBGene00009331",5
"WBGene00009332",4
"WBGene00009334",1
"WBGene00009336",5
"WBGene00009337",1
"WBGene00009338",4
"WBGene00009339",4
"WBGene00009340",3
"WBGene00009342",5
"WBGene00009345",6
"WBGene00009347",3
"WBGene00009349",2
"WBGene00009352",1
"WBGene00009353",6
"WBGene00009355",6
"WBGene00009356",6
"WBGene00009358",4
"WBGene00009360",6
"WBGene00009367",5
"WBGene00009369",5
"WBGene00009371",3
"WBGene00009372",2
"WBGene00009379",2
"WBGene00009383",2
"WBGene00009386",4
"WBGene00009389",2
"WBGene00009393",6
"WBGene00009394",6
"WBGene00009395",3
"WBGene00009396",2
"WBGene00009397",5
"WBGene00009400",1
"WBGene00009403",4
"WBGene00009405",4
"WBGene00009408",3
"WBGene00009421",3
"WBGene00009423",2
"WBGene00009424",3
"WBGene00009430",5
"WBGene00009431",5
"WBGene00009432",1
"WBGene00009433",4
"WBGene00009434",1
"WBGene00009435",4
"WBGene00009436",3
"WBGene00009438",3
"WBGene00009439",4
"WBGene00009440",2
"WBGene00009442",2
"WBGene00009447",4
"WBGene00009450",4
"WBGene00009452",2
"WBGene00009453",1
"WBGene00009454",6
"WBGene00009456",1
"WBGene00009459",6
"WBGene00009464",2
"WBGene00009466",3
"WBGene00009475",4
"WBGene00009476",2
"WBGene00009478",3
"WBGene00009481",4
"WBGene00009482",5
"WBGene00009483",1
"WBGene00009486",4
"WBGene00009496",4
"WBGene00009497",2
"WBGene00009499",3
"WBGene00009500",2
"WBGene00009503",2
"WBGene00009504",5
"WBGene00009505",2
"WBGene00009512",4
"WBGene00009514",5
"WBGene00009515",1
"WBGene00009518",5
"WBGene00009521",1
"WBGene00009526",1
"WBGene00009528",5
"WBGene00009531",5
"WBGene00009532",4
"WBGene00009533",4
"WBGene00009534",2
"WBGene00009543",4
"WBGene00009554",5
"WBGene00009560",3
"WBGene00009561",6
"WBGene00009562",2
"WBGene00009563",1
"WBGene00009573",6
"WBGene00009574",6
"WBGene00009575",6
"WBGene00009576",2
"WBGene00009577",2
"WBGene00009578",2
"WBGene00009582",6
"WBGene00009593",5
"WBGene00009594",4
"WBGene00009599",2
"WBGene00009600",2
"WBGene00009605",6
"WBGene00009618",2
"WBGene00009620",5
"WBGene00009621",3
"WBGene00009623",2
"WBGene00009624",3
"WBGene00009626",4
"WBGene00009632",4
"WBGene00009634",2
"WBGene00009635",3
"WBGene00009636",3
"WBGene00009637",2
"WBGene00009638",2
"WBGene00009640",2
"WBGene00009642",6
"WBGene00009644",2
"WBGene00009645",4
"WBGene00009649",1
"WBGene00009653",5
"WBGene00009654",5
"WBGene00009657",4
"WBGene00009660",2
"WBGene00009661",1
"WBGene00009663",2
"WBGene00009664",2
"WBGene00009666",4
"WBGene00009671",1
"WBGene00009672",1
"WBGene00009674",5
"WBGene00009676",6
"WBGene00009677",6
"WBGene00009686",5
"WBGene00009688",6
"WBGene00009700",2
"WBGene00009706",1
"WBGene00009710",3
"WBGene00009711",2
"WBGene00009712",3
"WBGene00009713",6
"WBGene00009717",3
"WBGene00009720",6
"WBGene00009722",5
"WBGene00009723",6
"WBGene00009724",2
"WBGene00009729",2
"WBGene00009730",1
"WBGene00009732",5
"WBGene00009734",1
"WBGene00009739",6
"WBGene00009740",6
"WBGene00009741",3
"WBGene00009750",2
"WBGene00009754",6
"WBGene00009759",6
"WBGene00009771",1
"WBGene00009772",2
"WBGene00009773",3
"WBGene00009776",2
"WBGene00009778",5
"WBGene00009779",5
"WBGene00009781",1
"WBGene00009784",5
"WBGene00009785",2
"WBGene00009787",3
"WBGene00009791",3
"WBGene00009796",5
"WBGene00009798",4
"WBGene00009800",5
"WBGene00009803",2
"WBGene00009804",2
"WBGene00009805",2
"WBGene00009806",5
"WBGene00009807",4
"WBGene00009809",3
"WBGene00009811",2
"WBGene00009812",1
"WBGene00009813",6
"WBGene00009816",3
"WBGene00009818",5
"WBGene00009819",4
"WBGene00009820",4
"WBGene00009824",4
"WBGene00009829",5
"WBGene00009830",6
"WBGene00009835",4
"WBGene00009836",3
"WBGene00009840",2
"WBGene00009842",4
"WBGene00009843",3
"WBGene00009848",3
"WBGene00009849",3
"WBGene00009850",4
"WBGene00009863",3
"WBGene00009865",1
"WBGene00009871",5
"WBGene00009872",3
"WBGene00009873",3
"WBGene00009874",3
"WBGene00009875",3
"WBGene00009876",2
"WBGene00009877",1
"WBGene00009880",5
"WBGene00009881",4
"WBGene00009883",5
"WBGene00009884",6
"WBGene00009889",5
"WBGene00009891",3
"WBGene00009892",2
"WBGene00009895",6
"WBGene00009896",4
"WBGene00009899",5
"WBGene00009902",6
"WBGene00009903",2
"WBGene00009904",6
"WBGene00009908",2
"WBGene00009914",4
"WBGene00009915",5
"WBGene00009916",1
"WBGene00009918",5
"WBGene00009920",1
"WBGene00009922",1
"WBGene00009925",5
"WBGene00009926",5
"WBGene00009932",5
"WBGene00009937",2
"WBGene00009940",5
"WBGene00009943",5
"WBGene00009945",2
"WBGene00009946",2
"WBGene00009947",1
"WBGene00009952",3
"WBGene00009955",2
"WBGene00009957",2
"WBGene00009963",2
"WBGene00009964",6
"WBGene00009966",6
"WBGene00009968",5
"WBGene00009971",4
"WBGene00009973",3
"WBGene00009978",4
"WBGene00009982",6
"WBGene00009983",1
"WBGene00009986",4
"WBGene00009988",3
"WBGene00009990",3
"WBGene00009992",6
"WBGene00009993",2
"WBGene00009995",3
"WBGene00009996",2
"WBGene00009997",5
"WBGene00009998",6
"WBGene00009999",4
"WBGene00010001",4
"WBGene00010005",3
"WBGene00010008",4
"WBGene00010010",5
"WBGene00010012",2
"WBGene00010013",1
"WBGene00010015",1
"WBGene00010018",2
"WBGene00010019",2
"WBGene00010028",2
"WBGene00010032",3
"WBGene00010033",3
"WBGene00010034",1
"WBGene00010039",2
"WBGene00010040",5
"WBGene00010041",4
"WBGene00010043",2
"WBGene00010044",1
"WBGene00010048",2
"WBGene00010049",5
"WBGene00010050",6
"WBGene00010051",6
"WBGene00010052",2
"WBGene00010053",2
"WBGene00010059",4
"WBGene00010062",3
"WBGene00010063",1
"WBGene00010068",3
"WBGene00010069",6
"WBGene00010072",2
"WBGene00010075",5
"WBGene00010079",1
"WBGene00010081",2
"WBGene00010083",1
"WBGene00010086",4
"WBGene00010094",1
"WBGene00010097",1
"WBGene00010109",3
"WBGene00010111",1
"WBGene00010113",1
"WBGene00010116",5
"WBGene00010117",1
"WBGene00010118",5
"WBGene00010123",1
"WBGene00010124",6
"WBGene00010125",6
"WBGene00010128",6
"WBGene00010130",6
"WBGene00010131",2
"WBGene00010132",2
"WBGene00010133",4
"WBGene00010135",4
"WBGene00010139",5
"WBGene00010140",2
"WBGene00010141",2
"WBGene00010157",6
"WBGene00010160",5
"WBGene00010161",2
"WBGene00010166",5
"WBGene00010174",2
"WBGene00010175",2
"WBGene00010177",2
"WBGene00010178",5
"WBGene00010181",4
"WBGene00010182",4
"WBGene00010183",4
"WBGene00010185",2
"WBGene00010188",4
"WBGene00010192",5
"WBGene00010193",2
"WBGene00010194",2
"WBGene00010195",2
"WBGene00010197",5
"WBGene00010198",2
"WBGene00010202",4
"WBGene00010204",3
"WBGene00010205",3
"WBGene00010214",5
"WBGene00010216",6
"WBGene00010217",2
"WBGene00010222",5
"WBGene00010225",3
"WBGene00010226",5
"WBGene00010227",2
"WBGene00010231",1
"WBGene00010236",4
"WBGene00010237",4
"WBGene00010238",3
"WBGene00010239",2
"WBGene00010242",4
"WBGene00010244",2
"WBGene00010246",6
"WBGene00010251",4
"WBGene00010253",3
"WBGene00010258",3
"WBGene00010260",2
"WBGene00010262",2
"WBGene00010264",2
"WBGene00010265",6
"WBGene00010267",6
"WBGene00010268",6
"WBGene00010269",4
"WBGene00010272",4
"WBGene00010273",4
"WBGene00010274",1
"WBGene00010277",1
"WBGene00010279",1
"WBGene00010281",2
"WBGene00010282",2
"WBGene00010284",1
"WBGene00010285",5
"WBGene00010286",2
"WBGene00010289",4
"WBGene00010290",2
"WBGene00010291",5
"WBGene00010293",2
"WBGene00010296",3
"WBGene00010303",6
"WBGene00010305",6
"WBGene00010307",3
"WBGene00010309",6
"WBGene00010317",1
"WBGene00010320",4
"WBGene00010321",3
"WBGene00010326",2
"WBGene00010327",5
"WBGene00010328",4
"WBGene00010330",5
"WBGene00010333",3
"WBGene00010334",4
"WBGene00010337",5
"WBGene00010338",5
"WBGene00010339",1
"WBGene00010340",1
"WBGene00010343",4
"WBGene00010345",5
"WBGene00010348",4
"WBGene00010355",5
"WBGene00010362",6
"WBGene00010363",2
"WBGene00010367",2
"WBGene00010368",3
"WBGene00010369",1
"WBGene00010370",3
"WBGene00010383",1
"WBGene00010396",6
"WBGene00010397",5
"WBGene00010403",5
"WBGene00010405",5
"WBGene00010408",2
"WBGene00010409",2
"WBGene00010418",3
"WBGene00010419",1
"WBGene00010421",4
"WBGene00010424",6
"WBGene00010425",5
"WBGene00010432",2
"WBGene00010433",5
"WBGene00010435",2
"WBGene00010437",1
"WBGene00010440",6
"WBGene00010442",3
"WBGene00010447",2
"WBGene00010449",3
"WBGene00010450",2
"WBGene00010453",1
"WBGene00010454",6
"WBGene00010456",1
"WBGene00010457",5
"WBGene00010461",3
"WBGene00010463",5
"WBGene00010467",6
"WBGene00010468",6
"WBGene00010469",3
"WBGene00010470",4
"WBGene00010471",4
"WBGene00010472",1
"WBGene00010474",5
"WBGene00010480",2
"WBGene00010484",2
"WBGene00010485",6
"WBGene00010491",6
"WBGene00010496",3
"WBGene00010497",1
"WBGene00010501",2
"WBGene00010502",1
"WBGene00010505",5
"WBGene00010507",2
"WBGene00010509",6
"WBGene00010510",6
"WBGene00010513",3
"WBGene00010514",3
"WBGene00010515",3
"WBGene00010516",3
"WBGene00010520",4
"WBGene00010522",4
"WBGene00010524",3
"WBGene00010525",4
"WBGene00010528",3
"WBGene00010538",4
"WBGene00010539",4
"WBGene00010541",2
"WBGene00010545",2
"WBGene00010546",2
"WBGene00010554",1
"WBGene00010556",6
"WBGene00010562",2
"WBGene00010564",3
"WBGene00010565",5
"WBGene00010566",5
"WBGene00010567",1
"WBGene00010573",5
"WBGene00010575",4
"WBGene00010579",6
"WBGene00010581",2
"WBGene00010582",1
"WBGene00010587",3
"WBGene00010593",3
"WBGene00010594",5
"WBGene00010595",1
"WBGene00010597",6
"WBGene00010605",4
"WBGene00010608",2
"WBGene00010609",2
"WBGene00010610",2
"WBGene00010614",4
"WBGene00010616",6
"WBGene00010617",2
"WBGene00010621",3
"WBGene00010624",1
"WBGene00010628",2
"WBGene00010630",1
"WBGene00010637",4
"WBGene00010638",1
"WBGene00010639",2
"WBGene00010644",6
"WBGene00010645",1
"WBGene00010646",5
"WBGene00010648",4
"WBGene00010649",5
"WBGene00010651",6
"WBGene00010657",1
"WBGene00010658",1
"WBGene00010659",6
"WBGene00010660",4
"WBGene00010663",2
"WBGene00010664",3
"WBGene00010665",6
"WBGene00010667",4
"WBGene00010670",3
"WBGene00010671",2
"WBGene00010673",5
"WBGene00010676",1
"WBGene00010678",6
"WBGene00010681",4
"WBGene00010684",2
"WBGene00010685",6
"WBGene00010686",2
"WBGene00010698",6
"WBGene00010703",4
"WBGene00010705",4
"WBGene00010706",3
"WBGene00010709",2
"WBGene00010713",5
"WBGene00010714",6
"WBGene00010717",2
"WBGene00010721",6
"WBGene00010722",2
"WBGene00010723",6
"WBGene00010725",5
"WBGene00010727",3
"WBGene00010730",2
"WBGene00010731",2
"WBGene00010732",1
"WBGene00010738",5
"WBGene00010742",3
"WBGene00010745",1
"WBGene00010747",4
"WBGene00010749",1
"WBGene00010755",6
"WBGene00010758",5
"WBGene00010759",5
"WBGene00010761",4
"WBGene00010765",2
"WBGene00010766",6
"WBGene00010768",2
"WBGene00010769",3
"WBGene00010771",6
"WBGene00010772",4
"WBGene00010773",2
"WBGene00010776",5
"WBGene00010778",4
"WBGene00010783",6
"WBGene00010787",2
"WBGene00010788",4
"WBGene00010789",2
"WBGene00010790",6
"WBGene00010791",2
"WBGene00010793",6
"WBGene00010794",6
"WBGene00010795",4
"WBGene00010801",6
"WBGene00010806",2
"WBGene00010807",2
"WBGene00010809",2
"WBGene00010810",4
"WBGene00010811",4
"WBGene00010812",6
"WBGene00010814",2
"WBGene00010815",2
"WBGene00010827",4
"WBGene00010834",5
"WBGene00010835",5
"WBGene00010838",2
"WBGene00010839",2
"WBGene00010844",1
"WBGene00010847",1
"WBGene00010848",4
"WBGene00010850",1
"WBGene00010851",1
"WBGene00010856",1
"WBGene00010858",5
"WBGene00010859",6
"WBGene00010865",2
"WBGene00010868",1
"WBGene00010870",4
"WBGene00010872",2
"WBGene00010877",1
"WBGene00010878",5
"WBGene00010879",5
"WBGene00010881",3
"WBGene00010884",3
"WBGene00010887",5
"WBGene00010888",4
"WBGene00010889",2
"WBGene00010890",2
"WBGene00010896",6
"WBGene00010897",4
"WBGene00010899",4
"WBGene00010901",4
"WBGene00010902",5
"WBGene00010904",3
"WBGene00010905",1
"WBGene00010910",2
"WBGene00010911",5
"WBGene00010917",6
"WBGene00010922",6
"WBGene00010924",5
"WBGene00010925",1
"WBGene00010928",6
"WBGene00010931",2
"WBGene00010935",2
"WBGene00010940",1
"WBGene00010941",5
"WBGene00010942",1
"WBGene00010943",2
"WBGene00010944",4
"WBGene00010945",2
"WBGene00010947",2
"WBGene00010958",6
"WBGene00010961",2
"WBGene00010962",2
"WBGene00010964",6
"WBGene00010966",4
"WBGene00010968",6
"WBGene00010970",4
"WBGene00010972",3
"WBGene00010976",4
"WBGene00010977",4
"WBGene00010982",2
"WBGene00010984",5
"WBGene00010985",4
"WBGene00010988",5
"WBGene00010989",6
"WBGene00010990",3
"WBGene00010994",4
"WBGene00010998",4
"WBGene00011002",4
"WBGene00011003",3
"WBGene00011004",3
"WBGene00011006",1
"WBGene00011013",3
"WBGene00011015",5
"WBGene00011018",4
"WBGene00011023",5
"WBGene00011026",3
"WBGene00011030",4
"WBGene00011032",1
"WBGene00011033",5
"WBGene00011035",5
"WBGene00011038",6
"WBGene00011042",2
"WBGene00011043",1
"WBGene00011044",2
"WBGene00011047",2
"WBGene00011052",2
"WBGene00011054",2
"WBGene00011055",1
"WBGene00011056",4
"WBGene00011059",5
"WBGene00011060",2
"WBGene00011061",2
"WBGene00011063",2
"WBGene00011069",2
"WBGene00011070",2
"WBGene00011072",3
"WBGene00011074",3
"WBGene00011075",5
"WBGene00011077",5
"WBGene00011078",5
"WBGene00011083",3
"WBGene00011087",2
"WBGene00011089",6
"WBGene00011090",5
"WBGene00011094",3
"WBGene00011095",3
"WBGene00011097",2
"WBGene00011102",5
"WBGene00011104",3
"WBGene00011105",3
"WBGene00011106",3
"WBGene00011107",5
"WBGene00011108",3
"WBGene00011109",1
"WBGene00011110",5
"WBGene00011112",3
"WBGene00011113",2
"WBGene00011116",2
"WBGene00011119",3
"WBGene00011122",5
"WBGene00011124",2
"WBGene00011128",6
"WBGene00011139",5
"WBGene00011142",6
"WBGene00011146",2
"WBGene00011147",1
"WBGene00011154",4
"WBGene00011155",6
"WBGene00011156",2
"WBGene00011157",2
"WBGene00011158",2
"WBGene00011159",2
"WBGene00011161",2
"WBGene00011166",2
"WBGene00011167",3
"WBGene00011168",4
"WBGene00011175",6
"WBGene00011181",4
"WBGene00011182",1
"WBGene00011185",4
"WBGene00011190",4
"WBGene00011205",3
"WBGene00011207",4
"WBGene00011212",1
"WBGene00011213",2
"WBGene00011215",3
"WBGene00011217",4
"WBGene00011222",1
"WBGene00011224",5
"WBGene00011226",3
"WBGene00011227",4
"WBGene00011231",4
"WBGene00011232",3
"WBGene00011235",6
"WBGene00011238",4
"WBGene00011239",1
"WBGene00011242",2
"WBGene00011244",2
"WBGene00011245",4
"WBGene00011247",1
"WBGene00011250",4
"WBGene00011254",2
"WBGene00011257",4
"WBGene00011259",2
"WBGene00011262",1
"WBGene00011263",4
"WBGene00011269",4
"WBGene00011270",1
"WBGene00011272",5
"WBGene00011273",6
"WBGene00011274",4
"WBGene00011275",6
"WBGene00011276",2
"WBGene00011278",6
"WBGene00011283",1
"WBGene00011284",1
"WBGene00011285",4
"WBGene00011286",4
"WBGene00011289",3
"WBGene00011291",5
"WBGene00011292",2
"WBGene00011293",2
"WBGene00011298",3
"WBGene00011303",3
"WBGene00011304",2
"WBGene00011305",2
"WBGene00011307",6
"WBGene00011309",6
"WBGene00011310",4
"WBGene00011311",2
"WBGene00011314",6
"WBGene00011321",5
"WBGene00011325",4
"WBGene00011328",2
"WBGene00011329",2
"WBGene00011330",1
"WBGene00011333",1
"WBGene00011335",3
"WBGene00011337",4
"WBGene00011339",4
"WBGene00011340",4
"WBGene00011348",1
"WBGene00011353",1
"WBGene00011362",5
"WBGene00011364",5
"WBGene00011365",4
"WBGene00011374",5
"WBGene00011376",2
"WBGene00011379",6
"WBGene00011385",5
"WBGene00011392",2
"WBGene00011393",3
"WBGene00011394",2
"WBGene00011397",1
"WBGene00011398",3
"WBGene00011399",3
"WBGene00011400",4
"WBGene00011404",4
"WBGene00011407",4
"WBGene00011409",3
"WBGene00011412",1
"WBGene00011422",5
"WBGene00011423",2
"WBGene00011424",2
"WBGene00011427",4
"WBGene00011428",2
"WBGene00011429",4
"WBGene00011430",4
"WBGene00011433",4
"WBGene00011435",2
"WBGene00011436",1
"WBGene00011439",4
"WBGene00011440",1
"WBGene00011441",5
"WBGene00011443",1
"WBGene00011444",1
"WBGene00011445",4
"WBGene00011446",1
"WBGene00011449",4
"WBGene00011452",4
"WBGene00011462",4
"WBGene00011464",2
"WBGene00011473",4
"WBGene00011474",6
"WBGene00011476",4
"WBGene00011479",4
"WBGene00011480",1
"WBGene00011481",3
"WBGene00011482",2
"WBGene00011484",3
"WBGene00011487",5
"WBGene00011488",1
"WBGene00011494",1
"WBGene00011495",1
"WBGene00011498",1
"WBGene00011500",3
"WBGene00011501",4
"WBGene00011503",1
"WBGene00011508",4
"WBGene00011510",2
"WBGene00011512",4
"WBGene00011526",6
"WBGene00011527",2
"WBGene00011528",6
"WBGene00011529",3
"WBGene00011530",6
"WBGene00011531",1
"WBGene00011533",1
"WBGene00011538",2
"WBGene00011539",3
"WBGene00011540",5
"WBGene00011546",5
"WBGene00011548",5
"WBGene00011554",6
"WBGene00011556",5
"WBGene00011558",5
"WBGene00011559",6
"WBGene00011560",2
"WBGene00011561",4
"WBGene00011571",3
"WBGene00011572",3
"WBGene00011575",4
"WBGene00011579",4
"WBGene00011582",2
"WBGene00011586",2
"WBGene00011590",5
"WBGene00011594",5
"WBGene00011595",4
"WBGene00011596",2
"WBGene00011599",6
"WBGene00011604",1
"WBGene00011607",2
"WBGene00011612",2
"WBGene00011624",5
"WBGene00011634",6
"WBGene00011636",2
"WBGene00011638",3
"WBGene00011639",2
"WBGene00011641",6
"WBGene00011642",4
"WBGene00011643",3
"WBGene00011644",2
"WBGene00011647",4
"WBGene00011649",4
"WBGene00011660",2
"WBGene00011662",2
"WBGene00011665",3
"WBGene00011666",4
"WBGene00011668",3
"WBGene00011673",4
"WBGene00011676",3
"WBGene00011677",4
"WBGene00011679",5
"WBGene00011681",2
"WBGene00011682",2
"WBGene00011683",2
"WBGene00011684",4
"WBGene00011687",6
"WBGene00011688",5
"WBGene00011691",3
"WBGene00011692",2
"WBGene00011694",4
